head_entity	relation	tail_entity
perfluorochemicals	causes	metabolic disorders
aeromonas hydrophila	ingredient_of	freshwater fish
aeromonas hydrophila	causes	blunt snout bream
aeromonas hydrophila	diagnoses	blunt snout bream
glutamine	ingredient_of	culture medium
glutamine	measured_by	cell quality
follicular fluid	interacts_with	follicle-stimulating hormone
follicular fluid	associated_with	infertility
follicular fluid	affects	follicular development
trauma	causes	injury
stemi	affects	heart
stemi	diagnoses	acute coronary syndromes
stemi	treats	acute coronary syndromes
hiv-1	causes	immune deficiency
nitric oxide synthase	believed to be involved in	oxidative damage
nitric oxide synthase	involved in	cytotoxicity
nitric oxide synthase	involved in	oxidative damage
chemokines	associated_with	neurodegeneration
chemokines	causes	neuroinflammation
chemokines	treats	neuroinflammation
chemokines	affects	neuroinflammation
chemokines	ingredient_of	neuroinflammation
chemokines	part_of	neuroinflammation
chemokines	measurement_of	neuroinflammation
chemokines	manifestation_of	neuroinflammation
patient	diagnoses	disease
rosin	causes	skin inflammation
rosin	causes	skin itching
rosin	causes	skin blistering
covid-19	diagnoses	disease
cryptosporidium parvum	causes	cryptosporidiosis
prostate	affects	prostate gland
food additives	production method	natural products
food additives	production method	cultured foods
food additives	production method	meat alternatives
red face	ingredient_of	acne
cardiomyocytes	are_excitable_cells	sudden cardiac death
cardiomyocytes	are_excitable_cells	myocardial infarction
cardiomyocytes	are_excitable_cells	heart failure
cardiomyocytes	are_excitable_cells	arrhythmias
cardiomyocytes	are_excitable_cells	blood circulation
cardiomyocytes	are_excitable_cells	cardiac death
giardia duodenalis	diagnoses	intestinal protozoan
inflammation	causes	disease
ectopic	measured_by	plasma ACTH level
ectopic	affects	blood pressure
ectopic	affects	blood glucose
brain	diagnoses	neurological disorders
tamoxifen	diagnoses	breast cancer
cervical cancer	causes	cancer
syndrome x	affects	life expectancy
syndrome x	interacts_with	cardiovascular disease
cottontail rabbit papillomavirus	transforms	nih 3t3 cells
sb 204070a	affects	test
sb 204070a	affects	rat
sb 204070a	affects	behavioral effects
mrna	isa	messenger RNA
aromatase	affects	tumour growth
aromatase	diagnoses	breast cancer
aromatase	ingredient_of	breast tumour cells
aromatase	ingredient_of	fibroblasts
aromatase	part_of	breast tumour cells
aromatase	part_of	fibroblasts
aromatase	measurement_of	tumour growth
aromatase	manifestation_of	breast tumours
ret	causes	pheno
ret	causes	sporadic
ret	causes	aganglionosis
ret	causes	congenital
ret	causes	colonic
ret	causes	hirschsprung
ret	causes	disease
methidathion	causes	thimerosal
cholesterol	causes	macrovascular disease
cholesterol	causes	dyslipidemia
cholesterol	causes	metabolic syndrome
cholesterol	causes	insulin resistance
cholesterol	causes	type 2 diabetes
cholesterol	causes	obesity
cholesterol	causes	physical inactivity
cholesterol	causes	smoking
cholesterol	causes	family history
cholesterol	causes	gender
cholesterol	causes	diet
cholesterol	causes	oxidative stress
cholesterol	causes	endothelial dysfunction
interstitial lung diseases	measured_by	lung function tests
interstitial lung diseases	ingredient_of	lung tissue
interstitial lung diseases	affects	quality of life
interstitial lung diseases	diagnoses	pulmonary fibrosis
interstitial lung diseases	manifestation_of	shortness of breath
interstitial lung diseases	diagnoses	pneumonia
interstitial lung diseases	measured_by	CT scan
interstitial lung diseases	manifestation_of	cough
interstitial lung diseases	causes	autoimmune diseases
interstitial lung diseases	measured_by	lung biopsy
interstitial lung diseases	manifestation_of	fatigue
interstitial lung diseases	causes	genetic factors
interstitial lung diseases	diagnoses	pulmonary hypertension
azidothymidine	measurement_of	pharmacokinetics
azidothymidine	affects	pharmacokinetics
ndp	missense mutation	x-linked familial exudative vitreoretinopathy
ndp	missense mutation	hereditary disorder
COVID-19	causes	respiratory illness
midgut malrotation	part_of	human anatomy
midgut malrotation	affects	digestive system
bone density	causes	malnutrition
bone density	causes	smoking
bone density	causes	alcoholism
bone density	causes	low body weight
bone density	causes	estrogen deficiency
bone density	causes	glucocorticoid therapy
bone density	causes	chronic kidney disease
bone density	causes	malabsorption syndrome
bone density	causes	genetic disorders
leptin	secreted by	adipocytes
adipocytes	affected by	acidosis
apoptosis	affects	cell viability
stemi	affects	cardiac function
stemi	causes	coronary artery disease
stemi	causes	cardiovascular disease
stemi	causes	acute cardiac event
stemi	causes	acute coronary syndrome
pediatric gastroesophageal reflux	affects	esophageal stricture
facial nucleus	part_of	brain stem
breast	manifestation_of	lymph node metastases
breast	ingredient_of	mammary tissue
breast	part_of	mammary gland
breast	measured_by	tumor invasion
breast	manifestation_of	breast cancer invasion
self-control	affects	pleasure
flavonoids	ingredient_of	plants
pancreatic cancer	diagnoses	hypovascular tumor
glioma	causes	neovascularization
fucoxanthin	diagnoses	ocular lesions
fucoxanthin	ingredient_of	brown seaweed
ureteric	associated_with	severe sepsis
ureteric	ingredient_of	renal system
ureteric	causes	renal dysfunction
ureteric	diagnoses	renal dysfunction
ureteric	treats	renal dysfunction
ureteric	measures	renal dysfunction
ureteric	manifests	renal dysfunction
ttc7	interacts_with	drosophila
ttc7	interacts_with	phosphatidylinositol-4-phosphate
ttc7	interacts_with	plasma membrane
ttc7	interacts_with	mammals
ttc7	interacts_with	downregulation
ttc7	interacts_with	upregulation
ttc7	interacts_with	motor defects
l-glutamine	interacts_with	mnat2
l-glutamine	diagnoses	mnat2
l-glutamine	ingredient_of	mnat2
l-glutamine	causes	mnat2
l-glutamine	associated_with	mnat2
l-glutamine	measurement_of	mnat2
l-glutamine	affects	mnat2
l-glutamine	part_of	mnat2
l-glutamine	manifestation_of	mnat2
prostate cancer	diagnoses	cancer
hiv-1	diagnoses	aids
testosterone	associated_with	stage
testosterone	associated_with	tumor characteristics
testosterone	associated_with	gynecologic malignancy
smoker	causes	bladder cancer
smoker	causes	kidney cancer
smoker	causes	pancreatic cancer
smoker	causes	cervical cancer
smoker	causes	stomach cancer
smoker	causes	leukemia
smoker	causes	lung cancer
smoker	causes	breast cancer
smoker	causes	prostate cancer
smoker	causes	colon cancer
smoker	causes	ovarian cancer
smoker	causes	skin cancer
smoker	causes	blood cancer
smoker	causes	brain cancer
smoker	causes	uterine cancer
smoker	causes	testicular cancer
smoker	causes	thyroid cancer
fertility	affects	population growth
leptin	manifestation_of	immature testes
bupivacaine	causes	cardiovascular toxicity
bupivacaine	causes	neurotoxicity
bupivacaine	causes	myotoxicity
bupivacaine	causes	allergic reactions
bupivacaine	causes	anaphylaxis
bupivacaine	causes	resistance
bupivacaine	causes	tolerance
bupivacaine	causes	overdose
bupivacaine	causes	withdrawal
cancer	measured_by	tumor metastasis
cancer	measured_by	tumor angiogenesis
cancer	measured_by	tumor invasion
cataract	part_of	medical field
cataract	part_of	medical practice
cataract	part_of	medical education
cataract	part_of	medical training
cataract	part_of	medical school
choanal atresia	causes	pathological processes
choanal atresia	causes	stenosis
choanal atresia	causes	choanal stenosis
choanal atresia	causes	computerized tomography
choanal atresia	causes	surgical intervention
choanal atresia	causes	infants
meth	causes	mitochondrial dysfunction
meth	causes	inflammation
meth	causes	oxidative stress
sbx	measurement_of	human embryonic stem cell pluripotency
sbx	diagnoses	human embryonic stem cell pluripotency
stroke	causes	brain infarction
stroke	causes	brain hemorrhage
stroke	causes	cardioembolic stroke
aphasia	causes	neurological disorder
aphasia	causes	brain injury
aphasia	causes	neurodegenerative disorder
aphasia	causes	neurological disease
aphasia	causes	brain damage
aphasia	causes	neurological insult
aphasia	causes	neurological injury
til	diagnoses	tumor-infiltrating lymphocytes
pregnancy	part_of	pregnancy complications
pregnancy	part_of	pregnancy risks
adult male	affects	reproductive success
offspring	affects	reproductive success
frontal lobe	part_of	Broca's area
motor cortex	part_of	primary motor cortex
primary motor cortex	part_of	precentral gyrus
precentral gyrus	part_of	frontal lobe
color stroop	affects	performance
color stroop	causes	performance
tadalafil	diagnoses	erectile dysfunction
tadalafil	ingredient_of	phosphodiesterase inhibitor
intellectual disability	affects	cognitive development
intellectual disability	diagnoses	psychological assessment
intellectual disability	affects	cognitive function
intellectual disability	diagnoses	psychological evaluation
epimedium pubescens	part_of	plant organs
patient	measures	ftir spectroscopy
patient	measures	amylose content
patient	measures	treatment
penis	diagnoses	penile disorder
penis	diagnoses	penile disease
penis	diagnoses	penile infection
penis	diagnoses	penile pain
penis	diagnoses	penile trauma
penis	diagnoses	male genital infection
adult rats	prenatally exposed to	ethanol
pain	causes	suffering
drug	ingredient_of	active ingredient
ubiquitin	affects	protein function
ubiquitin	affects	protein activity
ubiquitin	affects	protein abundance
ubiquitin	affects	protein structure
ubiquitin	affects	protein localization
ubiquitin	affects	protein stability
sepsis	diagnoses	infection
cocaine	associated_with	addiction
cocaine	manifestation_of	motivated behavior
cannabinoid	antagonist	rimonabant
cannabinoid	receptor	blockade
pancreatic duct	part_of	pancreatic pseudocyst
pancreatic duct	part_of	endoscopic retrograde pancreatography
pancreatic duct	part_of	computed tomography
nematicidal activity	diagnoses	nematicide
cat	affects	renal function
cat	measured_by	serum creatinine
cat	manifestation_of	nephrotic syndrome
hiv	serostatus	disclosure
thromboembolic events	affects	cerebral hemorrhage
thromboembolic events	affects	cerebral edema
thromboembolic events	affects	cerebral herniation
thromboembolic events	affects	cerebral atrophy
thromboembolic events	affects	cerebral tumor
thromboembolic events	affects	cerebral aneurysm
thromboembolic events	affects	cerebral infarct
smoking	interacts_with	lung cancer
copd	associated_with	urinary tract infection
copd	associated_with	bacteremia
copd	associated_with	bacterial pneumonia
copd	associated_with	bacterial meningitis
copd	associated_with	bacterial sepsis
copd	associated_with	lower respiratory tract infection
copd	associated_with	upper respiratory tract infection
copd	associated_with	bloodstream infection
capillary hemangioma	manifestation_of	intervertebral disc space
capillary hemangioma	part_of	intervertebral disc
capillary hemangioma	interacts_with	blood vessels
capillary hemangioma	measurement_of	histopathological evaluation
Theileria	causes	white matter abnormalities
Theileria	affects	brain development
Theileria	diagnoses	theileriosis
Theileria	causes	mental retardation
Theileria	manifestation_of	neurological problems
Theileria	part_of	infectious diseases
p53	part_of	cell cycle regulation
heart	affects	heart failure
viral protein	affects	virus infectivity
c-myc	ingredient_of	oncogenes
c-myc	causes	tumorigenesis
c-myc	measurement_of	cellular growth
c-myc	manifestation_of	tumorigenesis
c-myc	part_of	cellular growth regulation
c-myc	affects	transcription
pharmacotherapy	causes	ali
pharmacotherapy	causes	ards
pharmacotherapy	affects	ali
pharmacotherapy	affects	ards
pharmacotherapy	diagnoses	ali
pharmacotherapy	diagnoses	ards
pharmacotherapy	ingredient_of	ali
pharmacotherapy	ingredient_of	ards
mosaicism	affects	chromosomal disorder
mosaicism	causes	chromosomal disorder
paclitaxel	causes	peripheral neuropathy
proteins	interacts_with	dna
pheochromocytoma	causes	genetic susceptibility
pheochromocytoma	causes	early diagnosis
mers-cov	ingredient_of	coronavirus
propranolol	causes	bradycardia
propranolol	causes	myocardial infarction
propranolol	causes	angina pectoris
propranolol	causes	heart failure
propranolol	causes	cardiac arrhythmias
propranolol	causes	peripheral vascular disease
propranolol	causes	cerebrovascular disease
propranolol	causes	congestive heart failure
propranolol	causes	coronary artery disease
propranolol	causes	mitral valve disease
propranolol	causes	aortic valve disease
propranolol	causes	hypertrophic cardiomyopathy
propranolol	causes	endocarditis
propranolol	causes	heart transplantation
propranolol	causes	congenital heart disease
propranolol	causes	pulmonary hypertension
propranolol	causes	coronary artery bypass grafting
propranolol	causes	atrial fibrillation
propranolol	causes	atrial flutter
propranolol	causes	ventricular arrhythmias
amoxicillin	treats	syphilis
amoxicillin	treats	yaws
c1q deficiency	causes	autoimmune disease
c1q deficiency	affects	autoimmune disease
c1q deficiency	diagnoses	autoimmune disease
c1q deficiency	ingredient_of	autoimmune disease
nmr	investigated	atp concentration
nmr	effect	atp concentration
ribosomes	affects	nucleic acids
cdna	causes	cdna library
cdna	manifestation_of	xenopus laevis
gout	causes	alcohol consumption
gout	causes	diet
gout	causes	trauma
gout	affects	healthcare utilization
gout	affects	absenteeism
ocular hypertension	causes	oculodermal melanocytosis
ocular hypertension	affects	glaucoma
drosophila melanogaster	part_of	genome
drosophila melanogaster	diagnoses	acute bronchitis
drosophila melanogaster	ingredient_of	amoxicillin
cerebrovascular disease	associated_with	new therapies
cerebrovascular disease	causes	impact
tobacco	use	attitudes
tobacco	use	perception
tobacco	use	awareness
absence	causes	thymocytes
absence	causes	syk
neonatal hyperbilirubinemia	diagnoses	hyperbilirubinemia
zolpidem	treats	insomnia
zolpidem	ingredient_of	pharmaceutical drug
zolpidem	affects	sleep onset latency
zolpidem	interacts_with	benzodiazepine receptor
